Team,Player,Week,Rank,Projected_Points,Actual_Points,Position,Total_Expected,Total_Actual,Point-Residuals
Deshaunorable Discharge,James Robinson,3,10,11.96,20.6,RB,151.13,88.6,8.64
Deshaunorable Discharge,James Robinson,4,11,13.74,2.9,RB,151.13,88.6,-10.84
Deshaunorable Discharge,James Robinson,5,23,13.01,5.9,RB,151.13,88.6,-7.11
Deshaunorable Discharge,James Robinson,6,22,9.26,6.5,RB,151.13,88.6,-2.76
Deshaunorable Discharge,James Robinson,7,13,9.97,0,RB,151.13,88.6,-9.97
Deshaunorable Discharge,James Robinson,8,2,5.36,1.7,RB,151.13,88.6,-3.66
Deshaunorable Discharge,James Robinson,9,12,7.42,13.3,RB,151.13,88.6,5.88
Devon Allen’s Hurdle crew,James Robinson,10,0,0,0,RB,151.13,88.6,0
Devon Allen’s Hurdle crew,James Robinson,11,2,9.33,1,RB,151.13,88.6,-8.33
Devon Allen’s Hurdle crew,James Robinson,12,25,0,0,RB,151.13,88.6,0
Deshaunorable Discharge,Daniel Carlson,1,23,7.85,9,K,139.12,133,1.15
Deshaunorable Discharge,Daniel Carlson,2,22,8.53,13,K,139.12,133,4.47
Deshaunorable Discharge,Daniel Carlson,3,6,8.19,10,K,139.12,133,1.81
Deshaunorable Discharge,Daniel Carlson,4,31,8.09,14,K,139.12,133,5.91
Deshaunorable Discharge,Daniel Carlson,5,16,8.58,16,K,139.12,133,7.42
Deshaunorable Discharge,Daniel Carlson,6,0,0,0,K,139.12,133,0
Deshaunorable Discharge,Daniel Carlson,7,25,9.41,10,K,139.12,133,0.59
Deshaunorable Discharge,Daniel Carlson,8,28,7.77,0,K,139.12,133,-7.77
Deshaunorable Discharge,Daniel Carlson,9,12,8.89,8,K,139.12,133,-0.89
Deshaunorable Discharge,Daniel Carlson,10,18,8.42,2,K,139.12,133,-6.42
Deshaunorable Discharge,Daniel Carlson,11,31,7.48,13,K,139.12,133,5.52
Deshaunorable Discharge,Daniel Carlson,12,9,7.92,9,K,139.12,133,1.08
Deshaunorable Discharge,J.D. McKissic,1,24,10.06,7.8,RB,144.62,55.8,-2.26
Deshaunorable Discharge,J.D. McKissic,2,6,9.56,13.3,RB,144.62,55.8,3.74
Deshaunorable Discharge,J.D. McKissic,3,16,9.17,10,RB,144.62,55.8,0.83
Deshaunorable Discharge,J.D. McKissic,4,3,9.24,8.6,RB,144.62,55.8,-0.64
Deshaunorable Discharge,J.D. McKissic,5,8,9.14,8.7,RB,144.62,55.8,-0.44
Deshaunorable Discharge,J.D. McKissic,6,25,9.36,2,RB,144.62,55.8,-7.36
Deshaunorable Discharge,J.D. McKissic,7,22,8.2,0.4,RB,144.62,55.8,-7.8
Deshaunorable Discharge,J.D. McKissic,8,28,5.91,5,RB,144.62,55.8,-0.91
Deshaunorable Discharge,Dolphins D/ST,1,25,6.38,19,D/ST,105.38,72,12.62
Deshaunorable Discharge,Dolphins D/ST,2,11,4.78,-8,D/ST,105.38,72,-12.78
Deshaunorable Discharge,Dolphins D/ST,5,5,4.84,0,D/ST,105.38,72,-4.84
Country Road Take Mahomes ,Dolphins D/ST,7,14,4.31,8,D/ST,105.38,72,3.69
Country Road Take Mahomes ,Dolphins D/ST,8,0,0,0,D/ST,105.38,72,0
Country Road Take Mahomes ,Dolphins D/ST,9,31,7.23,20,D/ST,105.38,72,12.77
Country Road Take Mahomes ,Dolphins D/ST,10,11,4.94,5,D/ST,105.38,72,0.06
Country Road Take Mahomes ,Dolphins D/ST,11,10,5.01,1,D/ST,105.38,72,-4.01
Country Road Take Mahomes ,Dolphins D/ST,12,6,3.78,0,D/ST,105.38,72,-3.78
Deshaunorable Discharge,Marvin Jones Jr.,1,15,10.08,7.8,WR,163.08,95.4,-2.28
Deshaunorable Discharge,Marvin Jones Jr.,2,7,9.07,6.3,WR,163.08,95.4,-2.77
Deshaunorable Discharge,Marvin Jones Jr.,3,8,9.99,13.3,WR,163.08,95.4,3.31
Deshaunorable Discharge,Marvin Jones Jr.,4,6,10.94,0,WR,163.08,95.4,-10.94
Deshaunorable Discharge,Irv Smith Jr.,1,11,9.02,0,TE,145.81,50.8,-9.02
Hot Chubb Time  Machine 2,Irv Smith Jr.,3,30,7.73,10.7,TE,145.81,50.8,2.97
Country Road Take Mahomes ,Irv Smith Jr.,6,27,8.05,5.2,TE,145.81,50.8,-2.85
RightInThe McManus,Irv Smith Jr.,8,32,7.98,6.8,TE,145.81,50.8,-1.18
Deshaunorable Discharge,Tyler Allgeier,1,15,0,0,RB,83.39,113.7,0
RightInThe McManus,Tyler Allgeier,5,19,11.14,17.5,RB,83.39,113.7,6.36
RightInThe McManus,Tyler Allgeier,6,27,7.96,13.3,RB,83.39,113.7,5.34
RightInThe McManus,Tyler Allgeier,7,19,6.22,3.3,RB,83.39,113.7,-2.92
RightInThe McManus,Tyler Allgeier,8,25,7.09,7.4,RB,83.39,113.7,0.31
RightInThe McManus,Tyler Allgeier,9,5,6.68,5.4,RB,83.39,113.7,-1.28
RightInThe McManus,Tyler Allgeier,10,11,7.82,5.2,RB,83.39,113.7,-2.62
RightInThe McManus,Tyler Allgeier,11,15,0,0,RB,83.39,113.7,0
RightInThe McManus,Tyler Allgeier,12,4,8.71,4.5,RB,83.39,113.7,-4.21
Trash Trash,Najee Harris,1,10,16.44,10.6,RB,265.48,173.66,-5.84
Trash Trash,Najee Harris,2,2,16.3,13.9,RB,265.48,173.66,-2.4
Trash Trash,Najee Harris,3,30,15.84,13.1,RB,265.48,173.66,-2.74
Trash Trash,Najee Harris,4,9,16.07,7.4,RB,265.48,173.66,-8.67
Trash Trash,Najee Harris,5,12,13.01,6.6,RB,265.48,173.66,-6.41
Trash Trash,Najee Harris,6,4,12.23,12.9,RB,265.48,173.66,0.67
Trash Trash,Najee Harris,7,23,13.08,11,RB,265.48,173.66,-2.08
Trash Trash,Najee Harris,8,16,12.18,11.96,RB,265.48,173.66,-0.22
Trash Trash,Najee Harris,9,0,0,0,RB,265.48,173.66,0
Trash Trash,Najee Harris,10,15,12.11,9.9,RB,265.48,173.66,-2.21
Trash Trash,Najee Harris,11,10,11.23,27.6,RB,265.48,173.66,16.37
Trash Trash,Najee Harris,12,28,14.45,10.9,RB,265.48,173.66,-3.55
Trash Trash,Saquon Barkley,1,8,15.92,33.4,RB,227.77,249.4,17.48
Trash Trash,Saquon Barkley,2,19,17.3,11.8,RB,227.77,249.4,-5.5
Trash Trash,Saquon Barkley,3,3,17.94,22.6,RB,227.77,249.4,4.66
Trash Trash,Saquon Barkley,4,25,19.54,18.2,RB,227.77,249.4,-1.34
Trash Trash,Saquon Barkley,5,22,19.63,19.6,RB,227.77,249.4,-0.03
Trash Trash,Saquon Barkley,6,7,23.27,18.5,RB,227.77,249.4,-4.77
Trash Trash,Saquon Barkley,7,24,20.57,17.5,RB,227.77,249.4,-3.07
Trash Trash,Saquon Barkley,8,31,22.88,15.2,RB,227.77,249.4,-7.68
Trash Trash,Saquon Barkley,9,0,0,0,RB,227.77,249.4,0
Trash Trash,Saquon Barkley,10,32,24.87,23,RB,227.77,249.4,-1.87
Trash Trash,Saquon Barkley,11,6,24.74,5.5,RB,227.77,249.4,-19.24
Trash Trash,Saquon Barkley,12,3,19.32,15.2,RB,227.77,249.4,-4.12
Trash Trash,Tee Higgins,1,28,14.62,4.7,WR,237.31,192.4,-9.92
Trash Trash,Tee Higgins,2,24,13.86,19.1,WR,237.31,192.4,5.24
Trash Trash,Tee Higgins,3,2,13.81,14.3,WR,237.31,192.4,0.49
Trash Trash,Tee Higgins,4,18,14.6,25.4,WR,237.31,192.4,10.8
Trash Trash,Tee Higgins,5,26,16.53,0,WR,237.31,192.4,-16.53
Trash Trash,Tee Higgins,6,13,12.67,10.7,WR,237.31,192.4,-1.97
Trash Trash,Tee Higgins,7,27,16.04,14.3,WR,237.31,192.4,-1.74
Trash Trash,Tee Higgins,8,11,17.31,13.9,WR,237.31,192.4,-3.41
Trash Trash,Tee Higgins,9,25,15.72,13,WR,237.31,192.4,-2.72
Trash Trash,Tee Higgins,10,0,0,0,WR,237.31,192.4,0
Trash Trash,Tee Higgins,11,28,15.83,23.8,WR,237.31,192.4,7.97
Trash Trash,Tee Higgins,12,32,18.34,24.4,WR,237.31,192.4,6.06
Trash Trash,Mike Williams,1,17,13.85,3,WR,211.44,141.3,-10.85
Trash Trash,Mike Williams,2,29,14.44,25.3,WR,211.44,141.3,10.86
Trash Trash,Mike Williams,3,23,14.37,8.5,WR,211.44,141.3,-5.87
Trash Trash,Mike Williams,4,4,13.99,19,WR,211.44,141.3,5.01
Trash Trash,Mike Williams,5,11,15.77,23.4,WR,211.44,141.3,7.63
Trash Trash,Mike Williams,6,1,13.45,3.7,WR,211.44,141.3,-9.75
Trash Trash,Mike Williams,7,3,15.11,21.6,WR,211.44,141.3,6.49
Trash Trash,Mike Williams,8,0,0,0,WR,211.44,141.3,0
Trash Trash,Mike Williams,9,27,0,0,WR,211.44,141.3,0
Trash Trash,Mike Williams,10,20,0,0,WR,211.44,141.3,0
Trash Trash,Mike Williams,11,29,14.04,2.5,WR,211.44,141.3,-11.54
Trash Trash,Mike Williams,12,14,0,0,WR,211.44,141.3,0
Trash Trash,Elijah Mitchell,1,25,15.22,4.1,RB,197.42,26.1,-11.12
Trash Trash,Elijah Mitchell,2,31,0,0,RB,197.42,26.1,0
Trash Trash,Elijah Mitchell,3,13,0,0,RB,197.42,26.1,0
Trash Trash,Elijah Mitchell,4,14,0,0,RB,197.42,26.1,0
Trash Trash,Elijah Mitchell,5,19,0,0,RB,197.42,26.1,0
Trash Trash,Elijah Mitchell,6,18,0,0,RB,197.42,26.1,0
Trash Trash,Elijah Mitchell,7,20,0,0,RB,197.42,26.1,0
Trash Trash,Elijah Mitchell,11,4,0,0,RB,197.42,26.1,0
Trash Trash,Elijah Mitchell,12,31,0,0,RB,197.42,26.1,0
Trash Trash,Allen Robinson II,1,22,12.86,2.2,WR,201.07,84.9,-10.66
Trash Trash,Allen Robinson II,2,27,11.69,15.3,WR,201.07,84.9,3.61
Trash Trash,Allen Robinson II,3,14,11.5,4.3,WR,201.07,84.9,-7.2
Trash Trash,Allen Robinson II,4,20,10.76,2.7,WR,201.07,84.9,-8.06
Trash Trash,Allen Robinson II,5,24,9.15,4.2,WR,201.07,84.9,-4.95
Country Road Take Mahomes ,Allen Robinson II,9,29,0,0,WR,201.07,84.9,0
Country Road Take Mahomes ,Allen Robinson II,10,3,0,0,WR,201.07,84.9,0
Country Road Take Mahomes ,Allen Robinson II,11,22,12.86,2.2,WR,201.07,84.9,-10.66
Country Road Take Mahomes ,Allen Robinson II,12,27,11.69,15.3,WR,201.07,84.9,3.61
Trash Trash,Adam Thielen,1,5,12.88,6.6,WR,192.17,166.6,-6.28
Trash Trash,Adam Thielen,2,6,12.05,9.2,WR,192.17,166.6,-2.85
Trash Trash,Adam Thielen,3,30,11.01,18.1,WR,192.17,166.6,7.09
Trash Trash,Adam Thielen,4,13,10.28,15.2,WR,192.17,166.6,4.92
Trash Trash,Adam Thielen,5,16,11.92,6.7,WR,192.17,166.6,-5.22
Trash Trash,Adam Thielen,6,18,11.63,15.6,WR,192.17,166.6,3.97
Trash Trash,Adam Thielen,7,0,0,0,WR,192.17,166.6,0
Trash Trash,Adam Thielen,8,14,11.57,12.7,WR,192.17,166.6,1.13
Trash Trash,Adam Thielen,9,15,12.08,9.7,WR,192.17,166.6,-2.38
Trash Trash,Adam Thielen,10,22,11.85,9.9,WR,192.17,166.6,-1.95
Trash Trash,Adam Thielen,11,24,11.56,4.5,WR,192.17,166.6,-7.06
Trash Trash,Adam Thielen,12,9,10.17,21.1,WR,192.17,166.6,10.93
Trash Trash,Aaron Rodgers,1,26,19.66,3.7,QB,309.66,198.12,-15.96
Trash Trash,Aaron Rodgers,2,24,19.6,16.36,QB,309.66,198.12,-3.24
Trash Trash,Aaron Rodgers,3,20,16.21,16.1,QB,309.66,198.12,-0.11
Trash Trash,Aaron Rodgers,4,12,16.77,16.14,QB,309.66,198.12,-0.63
Trash Trash,Aaron Rodgers,5,14,16.06,16.88,QB,309.66,198.12,0.82
Trash Trash,Aaron Rodgers,6,8,16.41,11.84,QB,309.66,198.12,-4.57
Trash Trash,Aaron Rodgers,7,16,16.03,15.76,QB,309.66,198.12,-0.27
Trash Trash,Aaron Rodgers,8,4,13.53,15.22,QB,309.66,198.12,1.69
Trash Trash,Aaron Rodgers,9,32,18.54,13.64,QB,309.66,198.12,-4.9
Trash Trash,Aaron Rodgers,10,6,14.28,19.36,QB,309.66,198.12,5.08
Trash Trash,Aaron Rodgers,11,30,14.95,19.08,QB,309.66,198.12,4.13
Trash Trash,Aaron Rodgers,12,2,14.23,9.5,QB,309.66,198.12,-4.73
Trash Trash,Dawson Knox,1,12,9.36,1.5,TE,146.56,113.6,-7.86
Trash Trash,Dawson Knox,2,28,8.62,8.1,TE,146.56,113.6,-0.52
Trash Trash,Dawson Knox,3,30,8.84,6.5,TE,146.56,113.6,-2.34
Corduroy Patterson,Dawson Knox,6,6,8.72,14,TE,146.56,113.6,5.28
Country Road Take Mahomes ,Dawson Knox,8,22,7.77,0,TE,146.56,113.6,-7.77
Deshaunorable Discharge,Dawson Knox,11,12,9.36,1.5,TE,146.56,113.6,-7.86
Deshaunorable Discharge,Dawson Knox,12,28,8.62,8.1,TE,146.56,113.6,-0.52
Trash Trash,Chase Claypool,1,20,11.67,9.4,WR,180.36,100.14,-2.27
Trash Trash,Chase Claypool,2,5,11.87,6.6,WR,180.36,100.14,-5.27
Trash Trash,Chase Claypool,3,4,11.44,7.6,WR,180.36,100.14,-3.84
Trash Trash,Chase Claypool,4,12,11.52,0,WR,180.36,100.14,-11.52
Trash Trash,Chase Claypool,5,31,8.39,10,WR,180.36,100.14,1.61
Trash Trash,Chase Claypool,6,15,9.8,23.4,WR,180.36,100.14,13.6
Trash Trash,Chase Claypool,7,9,11.28,9.1,WR,180.36,100.14,-2.18
Trash Trash,Chase Claypool,8,24,9.66,12.54,WR,180.36,100.14,2.88
Trash Trash,Chase Claypool,9,18,8.04,3.7,WR,180.36,100.14,-4.34
Trash Trash,Chase Claypool,10,30,9.92,1.8,WR,180.36,100.14,-8.12
Trash Trash,Nyheim Hines,1,14,8.26,11.4,RB,144.64,67.3,3.14
Trash Trash,Nyheim Hines,2,8,9.56,7.7,RB,144.64,67.3,-1.86
Trash Trash,Nyheim Hines,3,23,9.15,8,RB,144.64,67.3,-1.15
Trash Trash,Nyheim Hines,4,7,9.46,2.3,RB,144.64,67.3,-7.16
Trash Trash,Nyheim Hines,5,11,12.49,1.8,RB,144.64,67.3,-10.69
Trash Trash,Nyheim Hines,6,20,0,0,RB,144.64,67.3,0
Corduroy Patterson,Nyheim Hines,7,0,8.78,9.3,RB,144.64,67.3,0.52
Corduroy Patterson,Nyheim Hines,8,22,8.46,12.9,RB,144.64,67.3,4.44
Corduroy Patterson,Nyheim Hines,9,9,7.4,0,RB,144.64,67.3,-7.4
Corduroy Patterson,Nyheim Hines,10,21,5.83,1.9,RB,144.64,67.3,-3.93
Corduroy Patterson,Nyheim Hines,11,30,3.08,-0.8,RB,144.64,67.3,-3.88
Corduroy Patterson,Nyheim Hines,12,6,3.29,0.3,RB,144.64,67.3,-2.99
Trash Trash,DeVante Parker,1,18,9.45,1.9,WR,146.44,77,-7.55
Trash Trash,Julio Jones,1,24,9.82,11.6,WR,130.5,65.6,1.78
Trash Trash,Julio Jones,2,13,0,0,WR,130.5,65.6,0
Trash Trash,Julio Jones,3,5,0,0,WR,130.5,65.6,0
Trash Trash,Julio Jones,4,29,10.05,1.7,WR,130.5,65.6,-8.35
Trash Trash,Julio Jones,5,27,0,0,WR,130.5,65.6,0
Trash Trash,Mike Davis,1,0,10.64,1.1,RB,50.28,4.2,-9.54
Trash Trash,Rodrigo Blankenship,1,0,7.13,8,K,124.06,18,0.87
Trash Trash,Michael Gallup,1,19,0,0,WR,156.72,82.9,0
Dessert Desperadoes,Michael Gallup,5,19,0,0,WR,156.72,82.9,0
Dessert Desperadoes,Michael Gallup,6,21,9.53,8.4,WR,156.72,82.9,-1.13
Trash Trash,Mecole Hardman,1,14,9.8,10.6,WR,139.68,93.8,0.8
Corduroy Patterson,Mecole Hardman,3,8,0,0,WR,139.68,93.8,0
Deshaunorable Discharge,Mecole Hardman,11,21,0,0,WR,139.68,93.8,0
Deshaunorable Discharge,Mecole Hardman,12,10,0,0,WR,139.68,93.8,0
Corduroy Patterson,Alvin Kamara,1,18,18.74,7.6,RB,254.82,171.7,-11.14
Corduroy Patterson,Alvin Kamara,2,4,0,0,RB,254.82,171.7,0
Corduroy Patterson,Alvin Kamara,3,19,18.24,7.3,RB,254.82,171.7,-10.94
Corduroy Patterson,Alvin Kamara,4,21,0,0,RB,254.82,171.7,0
Corduroy Patterson,Alvin Kamara,5,31,17.7,23.4,RB,254.82,171.7,5.7
Corduroy Patterson,Alvin Kamara,6,10,17.34,18.4,RB,254.82,171.7,1.06
Corduroy Patterson,Alvin Kamara,7,26,18.05,17.5,RB,254.82,171.7,-0.55
Corduroy Patterson,Alvin Kamara,8,29,18.7,42.8,RB,254.82,171.7,24.1
Corduroy Patterson,Alvin Kamara,9,7,20.31,9.2,RB,254.82,171.7,-11.11
Corduroy Patterson,Alvin Kamara,10,11,19.9,7.5,RB,254.82,171.7,-12.4
Corduroy Patterson,Alvin Kamara,11,14,17.13,12.9,RB,254.82,171.7,-4.23
Corduroy Patterson,Alvin Kamara,12,1,15.56,7,RB,254.82,171.7,-8.56
Corduroy Patterson,Davante Adams,1,8,17.32,30.1,WR,253.59,285.4,12.78
Corduroy Patterson,Davante Adams,2,14,18.79,9.2,WR,253.59,285.4,-9.59
Corduroy Patterson,Davante Adams,3,32,19.56,14.2,WR,253.59,285.4,-5.36
Corduroy Patterson,Davante Adams,4,1,17.12,19.5,WR,253.59,285.4,2.38
Corduroy Patterson,Davante Adams,5,29,20.04,27.4,WR,253.59,285.4,7.36
Corduroy Patterson,Davante Adams,6,0,0,0,WR,253.59,285.4,0
Corduroy Patterson,Davante Adams,7,4,17.97,17.5,WR,253.59,285.4,-0.47
Corduroy Patterson,Davante Adams,8,13,18.79,1.2,WR,253.59,285.4,-17.59
Corduroy Patterson,Davante Adams,9,23,16.92,36.6,WR,253.59,285.4,19.68
Corduroy Patterson,Davante Adams,10,7,17.28,27.6,WR,253.59,285.4,10.32
Corduroy Patterson,Davante Adams,11,1,18.26,33.1,WR,253.59,285.4,14.84
Corduroy Patterson,Davante Adams,12,3,23.04,14.4,WR,253.59,285.4,-8.64
Corduroy Patterson,Breece Hall,1,7,10.26,10.1,RB,210.66,115.1,-0.16
Corduroy Patterson,Breece Hall,2,30,10.14,13,RB,210.66,115.1,2.86
Corduroy Patterson,Breece Hall,3,10,8.41,15.2,RB,210.66,115.1,6.79
Corduroy Patterson,Breece Hall,4,11,12.19,15.8,RB,210.66,115.1,3.61
Corduroy Patterson,Breece Hall,5,23,13.02,27.7,RB,210.66,115.1,14.68
Corduroy Patterson,Breece Hall,6,22,16.22,20.1,RB,210.66,115.1,3.88
Corduroy Patterson,Breece Hall,7,13,15.43,13.2,RB,210.66,115.1,-2.23
Corduroy Patterson,Breece Hall,8,2,0,0,RB,210.66,115.1,0
Corduroy Patterson,Breece Hall,9,12,0,0,RB,210.66,115.1,0
Corduroy Patterson,Breece Hall,10,0,0,0,RB,210.66,115.1,0
Corduroy Patterson,Breece Hall,11,2,0,0,RB,210.66,115.1,0
Corduroy Patterson,Breece Hall,12,25,0,0,RB,210.66,115.1,0
Corduroy Patterson,Diontae Johnson,1,10,14.69,12.5,WR,218.19,156,-2.19
Corduroy Patterson,Diontae Johnson,2,9,13.93,13.7,WR,218.19,156,-0.23
Corduroy Patterson,Diontae Johnson,3,11,13.73,16.4,WR,218.19,156,2.67
Corduroy Patterson,Diontae Johnson,4,2,14.39,4.2,WR,218.19,156,-10.19
Corduroy Patterson,Diontae Johnson,5,22,13.47,11,WR,218.19,156,-2.47
Corduroy Patterson,Diontae Johnson,6,19,13.31,8.6,WR,218.19,156,-4.71
Corduroy Patterson,Diontae Johnson,7,18,12.92,9.5,WR,218.19,156,-3.42
Corduroy Patterson,Diontae Johnson,8,6,12.17,8.5,WR,218.19,156,-3.67
Corduroy Patterson,Diontae Johnson,9,0,0,0,WR,218.19,156,0
Corduroy Patterson,Diontae Johnson,10,13,12.56,10.3,WR,218.19,156,-2.26
Corduroy Patterson,Diontae Johnson,11,10,11.87,6.2,WR,218.19,156,-5.67
Corduroy Patterson,Diontae Johnson,12,7,10.24,9.9,WR,218.19,156,-0.34
Corduroy Patterson,Kyler Murray,1,29,20.55,20.62,QB,314,200.52,0.07
Corduroy Patterson,Kyler Murray,2,28,20.05,25.88,QB,314,200.52,5.83
Corduroy Patterson,Kyler Murray,3,9,20.17,13.36,QB,314,200.52,-6.81
Corduroy Patterson,Kyler Murray,4,13,18.18,22.88,QB,314,200.52,4.7
Corduroy Patterson,Kyler Murray,5,2,18.09,16.2,QB,314,200.52,-1.89
Corduroy Patterson,Kyler Murray,6,18,22.08,14.88,QB,314,200.52,-7.2
Corduroy Patterson,Kyler Murray,7,17,19.12,17.16,QB,314,200.52,-1.96
Corduroy Patterson,Kyler Murray,8,26,18.49,24.64,QB,314,200.52,6.15
Corduroy Patterson,Kyler Murray,9,18,19.29,19,QB,314,200.52,-0.29
Corduroy Patterson,Kyler Murray,10,9,0,0,QB,314,200.52,0
Corduroy Patterson,Kyler Murray,11,3,0,0,QB,314,200.52,0
Corduroy Patterson,Kyler Murray,12,19,20.18,25.24,QB,314,200.52,5.06
Corduroy Patterson,Cordarrelle Patterson,1,15,11.05,22.6,RB,167.88,120.3,11.55
Corduroy Patterson,Cordarrelle Patterson,2,14,12.87,4.1,RB,167.88,120.3,-8.77
Corduroy Patterson,Cordarrelle Patterson,3,31,12.03,22.3,RB,167.88,120.3,10.27
Corduroy Patterson,Cordarrelle Patterson,4,30,13.21,9.8,RB,167.88,120.3,-3.41
Corduroy Patterson,Cordarrelle Patterson,5,4,0,0,RB,167.88,120.3,0
Corduroy Patterson,Cordarrelle Patterson,6,1,0,0,RB,167.88,120.3,0
Corduroy Patterson,Cordarrelle Patterson,7,10,0,0,RB,167.88,120.3,0
Corduroy Patterson,Cordarrelle Patterson,8,19,0,0,RB,167.88,120.3,0
Corduroy Patterson,Cordarrelle Patterson,9,27,10.07,18.3,RB,167.88,120.3,8.23
Corduroy Patterson,Cordarrelle Patterson,10,19,12.41,3,RB,167.88,120.3,-9.41
Corduroy Patterson,Cordarrelle Patterson,11,25,8.85,11.9,RB,167.88,120.3,3.05
Corduroy Patterson,Cordarrelle Patterson,12,5,8.53,10.1,RB,167.88,120.3,1.57
Corduroy Patterson,Rhamondre Stevenson,1,23,11.28,4.7,RB,182.24,225.5,-6.58
Corduroy Patterson,Rhamondre Stevenson,2,11,10.61,6.1,RB,182.24,225.5,-4.51
Corduroy Patterson,Rhamondre Stevenson,3,7,10.29,20.1,RB,182.24,225.5,9.81
Corduroy Patterson,Rhamondre Stevenson,4,22,11.82,12.9,RB,182.24,225.5,1.08
Corduroy Patterson,Rhamondre Stevenson,5,6,13.37,19.5,RB,182.24,225.5,6.13
Corduroy Patterson,Rhamondre Stevenson,6,30,15.71,25.1,RB,182.24,225.5,9.39
Corduroy Patterson,Rhamondre Stevenson,7,25,13.21,23.8,RB,182.24,225.5,10.59
Corduroy Patterson,Rhamondre Stevenson,8,9,14.56,21.3,RB,182.24,225.5,6.74
Corduroy Patterson,Rhamondre Stevenson,9,28,18.11,16,RB,182.24,225.5,-2.11
Corduroy Patterson,Rhamondre Stevenson,10,0,0,0,RB,182.24,225.5,0
Corduroy Patterson,Rhamondre Stevenson,11,9,15.3,14.2,RB,182.24,225.5,-1.1
Corduroy Patterson,Rhamondre Stevenson,12,21,17.73,20.2,RB,182.24,225.5,2.47
Corduroy Patterson,Dallas Goedert,1,27,10.05,9,TE,150.33,113.4,-1.05
Corduroy Patterson,Dallas Goedert,2,18,8.69,13.2,TE,150.33,113.4,4.51
Corduroy Patterson,Dallas Goedert,3,1,9.7,11.6,TE,150.33,113.4,1.9
Corduroy Patterson,Dallas Goedert,4,25,9.59,12.2,TE,150.33,113.4,2.61
Corduroy Patterson,Dallas Goedert,5,32,10.13,17.5,TE,150.33,113.4,7.37
Corduroy Patterson,Dallas Goedert,6,5,9.87,4.2,TE,150.33,113.4,-5.67
Corduroy Patterson,Dallas Goedert,7,0,0,0,TE,150.33,113.4,0
Corduroy Patterson,Dallas Goedert,8,10,10.53,12.4,TE,150.33,113.4,1.87
Corduroy Patterson,Dallas Goedert,9,23,10.89,24,TE,150.33,113.4,13.11
Corduroy Patterson,Dallas Goedert,10,1,11.86,9.3,TE,150.33,113.4,-2.56
Corduroy Patterson,Dallas Goedert,11,14,0,0,TE,150.33,113.4,0
Corduroy Patterson,Robert Woods,1,12,11.47,2.3,WR,180.44,85.8,-9.17
Corduroy Patterson,Robert Woods,2,22,10.37,7.9,WR,180.44,85.8,-2.47
Corduroy Patterson,Robert Woods,3,17,10.25,12.5,WR,180.44,85.8,2.25
Corduroy Patterson,Robert Woods,4,7,10.32,13,WR,180.44,85.8,2.68
Corduroy Patterson,Robert Woods,5,15,12.12,7.7,WR,180.44,85.8,-4.42
Corduroy Patterson,Robert Woods,6,0,0,0,WR,180.44,85.8,0
Corduroy Patterson,Robert Woods,7,7,11.24,5.6,WR,180.44,85.8,-5.64
Corduroy Patterson,DJ Chark,1,6,9.43,15.2,WR,146.04,71.4,5.77
Corduroy Patterson,DJ Chark,2,15,10.9,0,WR,146.04,71.4,-10.9
Corduroy Patterson,DJ Chark,3,31,10.84,7.6,WR,146.04,71.4,-3.24
Corduroy Patterson,DJ Chark,4,3,0,0,WR,146.04,71.4,0
Corduroy Patterson,DJ Chark,5,9,0,0,WR,146.04,71.4,0
Corduroy Patterson,Marquez Valdes-Scantling,1,14,10.28,8.1,WR,172.06,111.9,-2.18
Corduroy Patterson,Marquez Valdes-Scantling,2,8,11.23,3.3,WR,172.06,111.9,-7.93
Deshaunorable Discharge,Marquez Valdes-Scantling,5,20,10.1,14.1,WR,172.06,111.9,4
Deshaunorable Discharge,Marquez Valdes-Scantling,6,0,0,0,WR,172.06,111.9,0
Deshaunorable Discharge,Marquez Valdes-Scantling,7,32,8.98,2.2,WR,172.06,111.9,-6.78
Deshaunorable Discharge,Marquez Valdes-Scantling,8,23,9.16,15,WR,172.06,111.9,5.84
Deshaunorable Discharge,Marquez Valdes-Scantling,9,8,10.74,2.8,WR,172.06,111.9,-7.94
Deshaunorable Discharge,Marquez Valdes-Scantling,10,21,8.47,9.6,WR,172.06,111.9,1.13
Deshaunorable Discharge,Marquez Valdes-Scantling,11,1,8.92,3,WR,172.06,111.9,-5.92
Deshaunorable Discharge,Marquez Valdes-Scantling,12,4,8.06,11.6,WR,172.06,111.9,3.54
Corduroy Patterson,49ers D/ST,1,28,8.52,6,D/ST,112.33,137,-2.52
Corduroy Patterson,49ers D/ST,2,17,7.03,13,D/ST,112.33,137,5.97
Corduroy Patterson,49ers D/ST,3,29,4.84,9,D/ST,112.33,137,4.16
Corduroy Patterson,49ers D/ST,4,32,6.83,22,D/ST,112.33,137,15.17
Corduroy Patterson,49ers D/ST,5,23,8.79,15,D/ST,112.33,137,6.21
Corduroy Patterson,49ers D/ST,6,18,6.52,4,D/ST,112.33,137,-2.52
Corduroy Patterson,49ers D/ST,7,1,3.57,-4,D/ST,112.33,137,-7.57
Corduroy Patterson,49ers D/ST,8,32,6.72,5,D/ST,112.33,137,-1.72
Corduroy Patterson,49ers D/ST,9,0,0,0,D/ST,112.33,137,0
