Team,Player,Week,Rank,Projected_Points,Actual_Points,Position,Total_Expected,Total_Actual,Point-Residuals
Dakcidental  Thumblers ,David Montgomery,2,22,13.4,15.6,RB,219.92,159.6,2.2
Dakcidental  Thumblers ,David Montgomery,3,32,15.26,1.1,RB,219.92,159.6,-14.16
Dakcidental  Thumblers ,David Montgomery,4,17,0,0,RB,219.92,159.6,0
Dakcidental  Thumblers ,David Montgomery,5,21,14.41,18.2,RB,219.92,159.6,3.79
Dakcidental  Thumblers ,David Montgomery,6,5,16.02,9,RB,219.92,159.6,-7.02
Dakcidental  Thumblers ,David Montgomery,7,2,13.1,12.2,RB,219.92,159.6,-0.9
Dakcidental  Thumblers ,David Montgomery,8,3,11.27,8.5,RB,219.92,159.6,-2.77
Dakcidental  Thumblers ,David Montgomery,9,23,11.88,5.4,RB,219.92,159.6,-6.48
Dakcidental  Thumblers ,David Montgomery,10,6,12.84,5.4,RB,219.92,159.6,-7.44
Dakcidental  Thumblers ,David Montgomery,11,18,14.39,21.1,RB,219.92,159.6,6.71
Dakcidental  Thumblers ,David Montgomery,12,9,13.88,14.3,RB,219.92,159.6,0.42
Dakcidental  Thumblers ,Jerry Jeudy,1,3,13.45,20.2,WR,212.2,151.4,6.75
Dakcidental  Thumblers ,Jerry Jeudy,2,4,12.71,2.2,WR,212.2,151.4,-10.51
Dakcidental  Thumblers ,Jerry Jeudy,3,20,11.92,3.7,WR,212.2,151.4,-8.22
Dakcidental  Thumblers ,Jerry Jeudy,4,17,11.83,15.3,WR,212.2,151.4,3.47
Dakcidental  Thumblers ,Jerry Jeudy,5,7,11.24,8.3,WR,212.2,151.4,-2.94
Dakcidental  Thumblers ,Jerry Jeudy,6,8,11.46,8.4,WR,212.2,151.4,-3.06
Dakcidental  Thumblers ,Jerry Jeudy,7,2,10.44,16.6,WR,212.2,151.4,6.16
Dakcidental  Thumblers ,Jerry Jeudy,8,23,11.49,18.3,WR,212.2,151.4,6.81
Dakcidental  Thumblers ,Jerry Jeudy,9,0,0,0,WR,212.2,151.4,0
Dakcidental  Thumblers ,Jerry Jeudy,10,32,12.29,0,WR,212.2,151.4,-12.29
Dakcidental  Thumblers ,Jerry Jeudy,11,17,0,0,WR,212.2,151.4,0
Dakcidental  Thumblers ,Jerry Jeudy,12,25,0,0,WR,212.2,151.4,0
Dakcidental  Thumblers ,Dak Prescott,1,20,18.63,4.46,QB,306.52,147.52,-14.17
Dakcidental  Thumblers ,Dak Prescott,2,7,0,0,QB,306.52,147.52,0
Dakcidental  Thumblers ,Dak Prescott,3,14,0,0,QB,306.52,147.52,0
Dakcidental  Thumblers ,Dak Prescott,4,16,0,0,QB,306.52,147.52,0
Dakcidental  Thumblers ,Dak Prescott,5,9,0,0,QB,306.52,147.52,0
Dakcidental  Thumblers ,Dak Prescott,6,2,0,0,QB,306.52,147.52,0
Dakcidental  Thumblers ,Dak Prescott,7,32,19.26,12.28,QB,306.52,147.52,-6.98
Dakcidental  Thumblers ,Dak Prescott,8,24,15.33,25.4,QB,306.52,147.52,10.07
Dakcidental  Thumblers ,Dak Prescott,9,0,0,0,QB,306.52,147.52,0
Dakcidental  Thumblers ,Dak Prescott,10,11,14.71,19.2,QB,306.52,147.52,4.49
Dakcidental  Thumblers ,Dak Prescott,11,26,16.57,20.64,QB,306.52,147.52,4.07
Dakcidental  Thumblers ,Dak Prescott,12,14,16.49,14.84,QB,306.52,147.52,-1.65
Dakcidental  Thumblers ,Rashod Bateman,1,2,12.2,13.9,WR,197.96,53.5,1.7
Dakcidental  Thumblers ,Rashod Bateman,2,18,11.25,20.8,WR,197.96,53.5,9.55
Dakcidental  Thumblers ,Rashod Bateman,3,9,12.41,5.9,WR,197.96,53.5,-6.51
Dakcidental  Thumblers ,Rashod Bateman,4,22,12.25,4.7,WR,197.96,53.5,-7.55
Dakcidental  Thumblers ,Rashod Bateman,5,10,0,0,WR,197.96,53.5,0
Dakcidental  Thumblers ,Rashod Bateman,6,12,0,0,WR,197.96,53.5,0
Dakcidental  Thumblers ,Rashod Bateman,7,11,11.73,8.2,WR,197.96,53.5,-3.53
Dakcidental  Thumblers ,Rashod Bateman,8,19,10.97,0,WR,197.96,53.5,-10.97
Dakcidental  Thumblers ,Tony Pollard,1,4,10.64,4.2,RB,177.23,232.9,-6.44
Dakcidental  Thumblers ,Tony Pollard,2,10,9.19,19.8,RB,177.23,232.9,10.61
Dakcidental  Thumblers ,Tony Pollard,3,17,11.5,10.5,RB,177.23,232.9,-1
Dakcidental  Thumblers ,Tony Pollard,4,5,11.48,1.8,RB,177.23,232.9,-9.68
Dakcidental  Thumblers ,Tony Pollard,5,14,10.6,14.6,RB,177.23,232.9,4
Dakcidental  Thumblers ,Tony Pollard,6,16,8.54,7.2,RB,177.23,232.9,-1.34
Dakcidental  Thumblers ,Tony Pollard,7,6,11.02,12.9,RB,177.23,232.9,1.88
Dakcidental  Thumblers ,Tony Pollard,8,25,16.52,33.7,RB,177.23,232.9,17.18
Dakcidental  Thumblers ,Tony Pollard,9,0,0,0,RB,177.23,232.9,0
Dakcidental  Thumblers ,Tony Pollard,10,22,15.53,21.8,RB,177.23,232.9,6.27
Dakcidental  Thumblers ,Tony Pollard,11,21,10.45,36.9,RB,177.23,232.9,26.45
Dakcidental  Thumblers ,Tony Pollard,12,17,13.93,8.1,RB,177.23,232.9,-5.83
Dakcidental  Thumblers ,Tyler Lockett,1,1,12.2,5.8,WR,197.01,218.4,-6.4
Dakcidental  Thumblers ,Tyler Lockett,2,20,10.5,19.7,WR,197.01,218.4,9.2
Dakcidental  Thumblers ,Tyler Lockett,3,27,12.41,16.6,WR,197.01,218.4,4.19
Dakcidental  Thumblers ,Tyler Lockett,4,30,13.42,13.1,WR,197.01,218.4,-0.32
Dakcidental  Thumblers ,Tyler Lockett,5,13,14.77,27.4,WR,197.01,218.4,12.63
Dakcidental  Thumblers ,Tyler Lockett,6,14,14.53,3.7,WR,197.01,218.4,-10.83
Dakcidental  Thumblers ,Tyler Lockett,7,8,13.87,11.5,WR,197.01,218.4,-2.37
Dakcidental  Thumblers ,Tyler Lockett,8,12,12.97,15.3,WR,197.01,218.4,2.33
Dakcidental  Thumblers ,Tyler Lockett,9,14,13.9,17.7,WR,197.01,218.4,3.8
Dakcidental  Thumblers ,Tyler Lockett,10,19,13.7,13.2,WR,197.01,218.4,-0.5
Dakcidental  Thumblers ,Tyler Lockett,11,0,0,0,WR,197.01,218.4,0
Dakcidental  Thumblers ,Tyler Lockett,12,17,14.26,15.8,WR,197.01,218.4,1.54
Dakcidental  Thumblers ,Garrett Wilson,1,26,8.43,9.2,WR,175.31,188,0.77
Dakcidental  Thumblers ,Garrett Wilson,2,11,8.08,30,WR,175.31,188,21.92
Dakcidental  Thumblers ,Garrett Wilson,3,10,12.67,12,WR,175.31,188,-0.67
Dakcidental  Thumblers ,Garrett Wilson,4,28,13.32,6.1,WR,175.31,188,-7.22
Dakcidental  Thumblers ,Garrett Wilson,5,18,13,5.7,WR,175.31,188,-7.3
Dakcidental  Thumblers ,Garrett Wilson,6,5,11.46,1.8,WR,175.31,188,-9.66
Dakcidental  Thumblers ,Garrett Wilson,7,1,10.5,6.4,WR,175.31,188,-4.1
Dakcidental  Thumblers ,Garrett Wilson,8,9,10.29,17.5,WR,175.31,188,7.21
Dakcidental  Thumblers ,Garrett Wilson,9,22,10.36,17.9,WR,175.31,188,7.54
Dakcidental  Thumblers ,Garrett Wilson,10,0,0,0,WR,175.31,188,0
Dakcidental  Thumblers ,Garrett Wilson,11,9,11.9,3.2,WR,175.31,188,-8.7
Dakcidental  Thumblers ,Garrett Wilson,12,16,11.41,26.4,WR,175.31,188,14.99
Dakcidental  Thumblers ,Michael Carter,1,7,12.83,17,RB,150.53,111,4.17
Dakcidental  Thumblers ,Michael Carter,2,30,13.39,10,RB,150.53,111,-3.39
Dakcidental  Thumblers ,Michael Carter,3,10,13.25,5.6,RB,150.53,111,-7.65
Dakcidental  Thumblers ,Michael Carter,4,11,11.45,4.9,RB,150.53,111,-6.55
Dakcidental  Thumblers ,Michael Carter,5,23,10.34,17.3,RB,150.53,111,6.96
Dakcidental  Thumblers ,Michael Carter,6,22,9.02,5.7,RB,150.53,111,-3.32
Dakcidental  Thumblers ,Michael Carter,7,13,8.18,9.4,RB,150.53,111,1.22
Dakcidental  Thumblers ,Michael Carter,8,2,13.49,10.1,RB,150.53,111,-3.39
Dakcidental  Thumblers ,Michael Carter,9,12,12.39,15.6,RB,150.53,111,3.21
Dakcidental  Thumblers ,Michael Carter,10,0,0,0,RB,150.53,111,0
Dakcidental  Thumblers ,Michael Carter,11,2,11.17,2.7,RB,150.53,111,-8.47
Dakcidental  Thumblers ,Michael Carter,12,25,14.78,5.6,RB,150.53,111,-9.18
Dakcidental  Thumblers ,Hunter Henry,1,30,9.11,4,TE,146.38,83.5,-5.11
Dakcidental  Thumblers ,Hunter Henry,2,10,7.93,0,TE,146.38,83.5,-7.93
Dakcidental  Thumblers ,Hunter Henry,3,13,7.67,1.8,TE,146.38,83.5,-5.87
Dakcidental  Thumblers ,Hunter Henry,4,11,4.24,3.3,TE,146.38,83.5,-0.94
Dakcidental  Thumblers ,Hunter Henry,5,27,6.32,9.4,TE,146.38,83.5,3.08
Dakcidental  Thumblers ,Colts D/ST,1,31,7.27,7,D/ST,108.7,86,-0.27
Dakcidental  Thumblers ,Colts D/ST,2,4,6.52,0,D/ST,108.7,86,-6.52
Dakcidental  Thumblers ,Colts D/ST,3,1,1.88,6,D/ST,108.7,86,4.12
Dakcidental  Thumblers ,Colts D/ST,4,22,6.76,5,D/ST,108.7,86,-1.76
Dakcidental  Thumblers ,Colts D/ST,5,29,5.37,12,D/ST,108.7,86,6.63
Dakcidental  Thumblers ,Colts D/ST,6,4,5.07,5,D/ST,108.7,86,-0.07
Dakcidental  Thumblers ,Colts D/ST,7,22,5.25,9,D/ST,108.7,86,3.75
Dakcidental  Thumblers ,Colts D/ST,8,24,5.26,4,D/ST,108.7,86,-1.26
Dakcidental  Thumblers ,Colts D/ST,9,25,6.06,8,D/ST,108.7,86,1.94
Dakcidental  Thumblers ,Colts D/ST,10,9,5.31,2,D/ST,108.7,86,-3.31
Dakcidental  Thumblers ,Colts D/ST,11,2,3.65,8,D/ST,108.7,86,4.35
Dakcidental  Thumblers ,Colts D/ST,12,21,7.06,3,D/ST,108.7,86,-4.06
Dakcidental  Thumblers ,Justin Fields,1,3,13.76,13.64,QB,253.09,269.92,-0.12
Dakcidental  Thumblers ,Justin Fields,2,11,14.09,8.8,QB,253.09,269.92,-5.29
Hot Chubb Time  Machine 2,Justin Fields,9,2,20.04,23.58,QB,253.09,269.92,3.54
Hot Chubb Time  Machine 2,Justin Fields,10,3,13.76,13.64,QB,253.09,269.92,-0.12
Hot Chubb Time  Machine 2,Justin Fields,11,11,14.09,8.8,QB,253.09,269.92,-5.29
Hot Chubb Time  Machine 2,Justin Fields,12,31,16.32,42.72,QB,253.09,269.92,26.4
Dakcidental  Thumblers ,Matt Prater,1,16,8.12,1,K,133.93,67,-7.12
Dakcidental  Thumblers ,Matt Prater,2,17,7.73,1,K,133.93,67,-6.73
Dakcidental  Thumblers ,Matt Prater,3,27,8.25,14,K,133.93,67,5.75
Dakcidental  Thumblers ,Matt Prater,4,9,7.62,8,K,133.93,67,0.38
Dakcidental  Thumblers ,Nico Collins,1,7,9.5,4.6,WR,154.12,97.1,-4.9
Dakcidental  Thumblers ,Nico Collins,2,1,9.61,9.8,WR,154.12,97.1,0.19
Dakcidental  Thumblers ,Nico Collins,3,16,9.54,6.1,WR,154.12,97.1,-3.44
Dakcidental  Thumblers ,Nico Collins,4,8,8.58,11.2,WR,154.12,97.1,2.62
Dakcidental  Thumblers ,Nico Collins,5,23,8.41,10.5,WR,154.12,97.1,2.09
Dakcidental  Thumblers ,Nico Collins,6,0,0,0,WR,154.12,97.1,0
Dakcidental  Thumblers ,Nico Collins,7,17,8.86,6.3,WR,154.12,97.1,-2.56
Dakcidental  Thumblers ,Nico Collins,8,32,0,0,WR,154.12,97.1,0
Dakcidental  Thumblers ,Nico Collins,9,6,0,0,WR,154.12,97.1,0
Dakcidental  Thumblers ,Nico Collins,10,12,7.55,15.9,WR,154.12,97.1,8.35
Dakcidental  Thumblers ,Nico Collins,11,15,8.49,9.8,WR,154.12,97.1,1.31
Dakcidental  Thumblers ,Nico Collins,12,18,9.13,10.4,WR,154.12,97.1,1.27
3 PP Wine,Taysom Hill,2,7,0,0,TE,79.54,117.14,0
3 PP Wine,Taysom Hill,3,19,6.51,4.54,TE,79.54,117.14,-1.97
Trash Trash,Taysom Hill,6,13,8.38,1.12,TE,79.54,117.14,-7.26
Trash Trash,Taysom Hill,7,10,6.17,0.1,TE,79.54,117.14,-6.07
Trash Trash,Taysom Hill,8,26,8.26,13.34,TE,79.54,117.14,5.08
Trash Trash,Taysom Hill,9,0,0,0,TE,79.54,117.14,0
Trash Trash,Taysom Hill,10,29,7.86,10.2,TE,79.54,117.14,2.34
3 PP Wine,Dustin Hopkins,2,12,8.1,4,K,128.65,39,-4.1
3 PP Wine,Dustin Hopkins,3,25,7.6,10,K,128.65,39,2.4
3 PP Wine,Dustin Hopkins,4,16,7.65,6,K,128.65,39,-1.65
Deshaunorable Discharge,Curtis Samuel,2,6,12.78,13.1,WR,133.02,157.9,0.32
Deshaunorable Discharge,Curtis Samuel,3,24,14.26,7.8,WR,133.02,157.9,-6.46
Deshaunorable Discharge,Curtis Samuel,4,32,13.84,12.2,WR,133.02,157.9,-1.64
Deshaunorable Discharge,Curtis Samuel,5,16,13.9,2.6,WR,133.02,157.9,-11.3
Deshaunorable Discharge,Curtis Samuel,6,5,11.4,12.9,WR,133.02,157.9,1.5
Deshaunorable Discharge,Curtis Samuel,7,7,10.84,10.9,WR,133.02,157.9,0.06
Deshaunorable Discharge,Curtis Samuel,8,31,11.32,17.1,WR,133.02,157.9,5.78
Deshaunorable Discharge,Curtis Samuel,9,6,10,6,WR,133.02,157.9,-4
Deshaunorable Discharge,Curtis Samuel,10,4,9.9,9.8,WR,133.02,157.9,-0.1
Deshaunorable Discharge,Curtis Samuel,11,27,9.93,1.3,WR,133.02,157.9,-8.63
Deshaunorable Discharge,Curtis Samuel,12,12,9.06,14.6,WR,133.02,157.9,5.54
Deshaunorable Discharge,Albert Okwuegbunam,2,8,7.44,2.2,TE,122.54,12,-5.24
Deshaunorable Discharge,Albert Okwuegbunam,3,23,8.82,0,TE,122.54,12,-8.82
Hot Chubb Time  Machine 2,Gerald Everett,2,25,9.46,4.5,TE,127.63,119.2,-4.96
Hot Chubb Time  Machine 2,Gerald Everett,3,23,8.7,17.1,TE,127.63,119.2,8.4
Hot Chubb Time  Machine 2,Gerald Everett,4,6,11.07,1.2,TE,127.63,119.2,-9.87
Hot Chubb Time  Machine 2,Gerald Everett,5,20,9.97,7.9,TE,127.63,119.2,-2.07
Hot Chubb Time  Machine 2,Gerald Everett,6,31,9.71,11.3,TE,127.63,119.2,1.59
Hot Chubb Time  Machine 2,Gerald Everett,7,0,0,0,TE,127.63,119.2,0
Hot Chubb Time  Machine 2,Gerald Everett,8,29,12.05,8.6,TE,127.63,119.2,-3.45
Hot Chubb Time  Machine 2,Gerald Everett,9,8,11.83,4.3,TE,127.63,119.2,-7.53
Hot Chubb Time  Machine 2,Gerald Everett,10,16,0,0,TE,127.63,119.2,0
3 PP Wine,Gerald Everett,11,32,9.2,7.8,TE,127.63,119.2,-1.4
3 PP Wine,Gerald Everett,12,24,9.05,13,TE,127.63,119.2,3.95
Hot Chubb Time  Machine 2,Wan'Dale Robinson,2,23,6.74,11,WR,148.01,51.6,4.26
Hot Chubb Time  Machine 2,Wan'Dale Robinson,7,3,9.57,3.5,WR,148.01,51.6,-6.07
Hot Chubb Time  Machine 2,Wan'Dale Robinson,8,0,0,0,WR,148.01,51.6,0
Hot Chubb Time  Machine 2,Wan'Dale Robinson,9,25,0,0,WR,148.01,51.6,0
Hot Chubb Time  Machine 2,Isaiah McKenzie,2,29,11.91,2.9,WR,128.49,115.3,-9.01
Corduroy Patterson,Isaiah McKenzie,6,32,10.28,5.7,WR,128.49,115.3,-4.58
Dessert Desperadoes,Rachaad White,2,22,6.2,0,RB,95.97,112.5,-6.2
Dessert Desperadoes,Rachaad White,3,20,4.07,14.6,RB,95.97,112.5,10.53
Dessert Desperadoes,Rachaad White,4,18,7.9,7.2,RB,95.97,112.5,-0.7
Dessert Desperadoes,Rachaad White,5,11,7.8,5.3,RB,95.97,112.5,-2.5
Dessert Desperadoes,Rachaad White,6,19,6.95,4.2,RB,95.97,112.5,-2.75
Dessert Desperadoes,Rachaad White,7,7,7.24,7.3,RB,95.97,112.5,0.06
Dessert Desperadoes,Rachaad White,8,14,6.75,6.4,RB,95.97,112.5,-0.35
Dessert Desperadoes,Rachaad White,9,31,7.02,10.5,RB,95.97,112.5,3.48
Dessert Desperadoes,Rachaad White,10,0,0,0,RB,95.97,112.5,0
Dessert Desperadoes,Rachaad White,11,30,14.36,19.9,RB,95.97,112.5,5.54
Dessert Desperadoes,Rachaad White,12,15,10.37,16.9,RB,95.97,112.5,6.53
Dessert Desperadoes,Younghoe Koo,2,9,7.65,12,K,125.78,115,4.35
Trash Trash,Younghoe Koo,3,20,8.48,12,K,125.78,115,3.52
Trash Trash,Younghoe Koo,4,4,8,0,K,125.78,115,-8
Trash Trash,Younghoe Koo,5,23,8.48,4,K,125.78,115,-4.48
Dessert Desperadoes,Younghoe Koo,9,26,7.9,14,K,125.78,115,6.1
Dessert Desperadoes,Younghoe Koo,10,0,0,0,K,125.78,115,0
Dessert Desperadoes,Younghoe Koo,11,28,7.35,4,K,125.78,115,-3.35
Dessert Desperadoes,Younghoe Koo,12,27,6.92,4,K,125.78,115,-2.92
Sunday Funday,Carson Wentz,2,2,16.88,8.64,QB,253.68,97.46,-8.24
Sunday Funday,Carson Wentz,3,6,15.87,7.3,QB,253.68,97.46,-8.57
Sunday Funday,Carson Wentz,4,30,17.11,21.86,QB,253.68,97.46,4.75
Sunday Funday,Carson Wentz,5,24,16.08,4.16,QB,253.68,97.46,-11.92
Sunday Funday,Carson Wentz,6,32,18.33,27.78,QB,253.68,97.46,9.45
Corduroy Patterson,Kyle Philips,2,22,7.04,-0.5,WR,74.44,11.8,-7.54
Corduroy Patterson,Kenyan Drake,2,30,6.75,0.5,RB,13.48,88.2,-6.25
Trash Trash,Kenyan Drake,7,13,3.64,6.6,RB,13.48,88.2,2.96
Devon Allen’s Hurdle crew,Kenyan Drake,9,30,0,0,RB,13.48,88.2,0
Devon Allen’s Hurdle crew,Kenyan Drake,10,23,13.86,0.8,RB,13.48,88.2,-13.06
Devon Allen’s Hurdle crew,Kenyan Drake,11,30,6.75,0.5,RB,13.48,88.2,-6.25
Devon Allen’s Hurdle crew,Kenyan Drake,12,15,9.52,24.9,RB,13.48,88.2,15.38
Devon Allen’s Hurdle crew,Sterling Shepard,2,24,11.29,9.9,WR,133.32,34.4,-1.39
Devon Allen’s Hurdle crew,Sterling Shepard,3,25,10.09,9.4,WR,133.32,34.4,-0.69
Trash Trash,Jeff Wilson Jr.,2,12,12.12,11.6,RB,50.21,127.5,-0.52
Trash Trash,Jeff Wilson Jr.,3,10,14.71,13.4,RB,50.21,127.5,-1.31
Trash Trash,Jeff Wilson Jr.,4,9,14.95,20.2,RB,50.21,127.5,5.25
Trash Trash,Jeff Wilson Jr.,5,21,14.33,0.5,RB,50.21,127.5,-13.83
Trash Trash,Jeff Wilson Jr.,6,11,11.86,5.4,RB,50.21,127.5,-6.46
Trash Trash,Jeff Wilson Jr.,7,6,4.33,5.5,RB,50.21,127.5,1.17
Trash Trash,Jeff Wilson Jr.,8,25,5.89,16.2,RB,50.21,127.5,10.31
Trash Trash,Jeff Wilson Jr.,9,30,10.92,22.3,RB,50.21,127.5,11.38
Trash Trash,Jeff Wilson Jr.,10,0,0,0,RB,50.21,127.5,0
Trash Trash,Jeff Wilson Jr.,11,32,15.25,12.2,RB,50.21,127.5,-3.05
Trash Trash,Jeff Wilson Jr.,12,1,10.69,0.3,RB,50.21,127.5,-10.39
Trash Trash,Jaylen Warren,2,9,4.27,3.2,RB,33.82,69.2,-1.07
Trash Trash,Jaylen Warren,4,15,6.35,10.7,RB,33.82,69.2,4.35
Hot Chubb Time  Machine 2,Jaylen Warren,6,18,6.57,3.9,RB,33.82,69.2,-2.67
Hot Chubb Time  Machine 2,Jaylen Warren,10,15,6.35,10.7,RB,33.82,69.2,4.35
Hot Chubb Time  Machine 2,Jaylen Warren,11,10,6.76,1.9,RB,33.82,69.2,-4.86
Trash Trash,Marcus Mariota,2,18,17.02,15.56,QB,141.19,196.56,-1.46
Trash Trash,Marcus Mariota,3,10,17.8,3.86,QB,141.19,196.56,-13.94
Trash Trash,Marcus Mariota,4,7,14.85,12.06,QB,141.19,196.56,-2.79
Devon Allen’s Hurdle crew,Marcus Mariota,7,13,16.34,17.74,QB,141.19,196.56,1.4
Devon Allen’s Hurdle crew,Marcus Mariota,8,24,17.01,17.74,QB,141.19,196.56,0.73
Devon Allen’s Hurdle crew,Marcus Mariota,9,16,14.12,13.86,QB,141.19,196.56,-0.26
Devon Allen’s Hurdle crew,Marcus Mariota,10,21,15.71,10.38,QB,141.19,196.56,-5.33
Devon Allen’s Hurdle crew,Marcus Mariota,11,0,0,0,QB,141.19,196.56,0
Devon Allen’s Hurdle crew,Marcus Mariota,12,9,15.93,13.44,QB,141.19,196.56,-2.49
Trash Trash,Steelers D/ST,2,19,6.68,5,D/ST,108.82,63,-1.68
Deshaunorable Discharge,Steelers D/ST,4,11,6.04,3,D/ST,108.82,63,-3.04
Trash Trash,Cade York,2,23,7.95,2,K,123.12,101,-5.95
Dakcidental  Thumblers ,Cade York,5,30,7.51,7,K,123.12,101,-0.51
Dakcidental  Thumblers ,Cade York,6,9,7.74,5,K,123.12,101,-2.74
Dakcidental  Thumblers ,Cade York,7,3,7.16,4,K,123.12,101,-3.16
Dakcidental  Thumblers ,Cade York,8,13,7.69,6,K,123.12,101,-1.69
Corduroy Patterson,Cade York,10,19,7.47,12,K,123.12,101,4.53
Corduroy Patterson,Cade York,11,8,7.5,8,K,123.12,101,0.5
Country Road Take Mahomes ,Browns D/ST,2,21,7.35,10,D/ST,107.29,81,2.65
Country Road Take Mahomes ,Browns D/ST,3,18,6.45,3,D/ST,107.29,81,-3.45
Country Road Take Mahomes ,Browns D/ST,4,10,3.07,-5,D/ST,107.29,81,-8.07
Country Road Take Mahomes ,Browns D/ST,5,25,6.3,0,D/ST,107.29,81,-6.3
Country Road Take Mahomes ,Browns D/ST,6,31,6.99,31,D/ST,107.29,81,24.01
Country Road Take Mahomes ,Rams D/ST,2,25,4.14,4,D/ST,82.21,68,-0.14
Country Road Take Mahomes ,Rams D/ST,3,11,5.21,0,D/ST,82.21,68,-5.21
Country Road Take Mahomes ,Rams D/ST,4,3,5.07,6,D/ST,82.21,68,0.93
Country Road Take Mahomes ,Rams D/ST,5,23,7.53,10,D/ST,82.21,68,2.47
Country Road Take Mahomes ,Rams D/ST,6,0,0,0,D/ST,82.21,68,0
Country Road Take Mahomes ,Rams D/ST,7,11,5.58,1,D/ST,82.21,68,-4.58
Country Road Take Mahomes ,Rams D/ST,8,11,4.29,4,D/ST,82.21,68,-0.29
Country Road Take Mahomes ,Rams D/ST,9,25,6.45,4,D/ST,82.21,68,-2.45
Country Road Take Mahomes ,Rams D/ST,10,27,5.48,4,D/ST,82.21,68,-1.48
Country Road Take Mahomes ,Rams D/ST,11,1,2.43,1,D/ST,82.21,68,-1.43
Country Road Take Mahomes ,Rams D/ST,12,17,5.21,5,D/ST,82.21,68,-0.21
Deshaunorable Discharge,Texans D/ST,3,28,7.67,8,D/ST,46.97,46,0.33
3 PP Wine,Logan Thomas,3,9,8.69,2.5,TE,115.61,52.6,-6.19
3 PP Wine,Greg Dortch,3,8,0,0,WR,6.15,76.8,0
3 PP Wine,Greg Dortch,4,21,8.63,17,WR,6.15,76.8,8.37
Corduroy Patterson,Greg Dortch,12,8,0,0,WR,6.15,76.8,0
Dessert Desperadoes,Jimmy Garoppolo,3,25,15.3,25.42,QB,14.84,164.78,10.12
3 PP Wine,Jimmy Garoppolo,10,31,15.53,2.24,QB,14.84,164.78,-13.29
3 PP Wine,Jimmy Garoppolo,11,1,14.38,8.44,QB,14.84,164.78,-5.94
3 PP Wine,Jimmy Garoppolo,12,19,15.94,15.9,QB,14.84,164.78,-0.04
Dessert Desperadoes,Graham Gano,3,13,8.23,10,K,131.95,116,1.77
Dessert Desperadoes,Graham Gano,4,8,8.21,6,K,131.95,116,-2.21
Dessert Desperadoes,Graham Gano,5,12,7.72,11,K,131.95,116,3.28
Dessert Desperadoes,Graham Gano,6,9,8.73,8,K,131.95,116,-0.73
Dessert Desperadoes,Graham Gano,7,0,0,0,K,131.95,116,0
Dessert Desperadoes,Graham Gano,8,25,9.01,7,K,131.95,116,-2.01
Dessert Desperadoes,Graham Gano,9,7,8.67,0,K,131.95,116,-8.67
Dessert Desperadoes,Graham Gano,10,28,7.36,11,K,131.95,116,3.64
Dessert Desperadoes,Graham Gano,11,13,8.02,8,K,131.95,116,-0.02
Dessert Desperadoes,Graham Gano,12,2,7.95,2,K,131.95,116,-5.95
Dessert Desperadoes,Marlon Mack,3,28,0,0,RB,0,36.1,0
Dessert Desperadoes,Marlon Mack,4,26,7.98,16.3,RB,0,36.1,8.32
Dessert Desperadoes,Marlon Mack,5,1,3.3,0,RB,0,36.1,-3.3
Hot Chubb Time  Machine 2,Jared Goff,3,12,17.25,5.86,QB,236.35,226.76,-11.39
Hot Chubb Time  Machine 2,Jared Goff,4,0,0,0,QB,236.35,226.76,0
Hot Chubb Time  Machine 2,Jared Goff,5,31,15.28,18.64,QB,236.35,226.76,3.36
Trash Trash,Jared Goff,6,11,14.59,11.38,QB,236.35,226.76,-3.21
Country Road Take Mahomes ,Jared Goff,8,14,13.78,6.5,QB,236.35,226.76,-7.28
Country Road Take Mahomes ,Jared Goff,9,4,13.81,17.6,QB,236.35,226.76,3.79
Country Road Take Mahomes ,Jared Goff,10,27,14.9,21.6,QB,236.35,226.76,6.7
Country Road Take Mahomes ,Jared Goff,11,26,15.77,26.1,QB,236.35,226.76,10.33
Country Road Take Mahomes ,Jared Goff,12,8,13.93,14.08,QB,236.35,226.76,0.15
Hot Chubb Time  Machine 2,Gus Edwards,3,10,0,0,RB,84.01,47.6,0
Hot Chubb Time  Machine 2,Gus Edwards,4,30,3.97,18.6,RB,84.01,47.6,14.63
Hot Chubb Time  Machine 2,Gus Edwards,5,4,8.34,6.5,RB,84.01,47.6,-1.84
3 PP Wine,Gus Edwards,7,0,0,0,RB,84.01,47.6,0
3 PP Wine,Gus Edwards,8,19,0,0,RB,84.01,47.6,0
3 PP Wine,Gus Edwards,9,24,7.76,9.2,RB,84.01,47.6,1.44
3 PP Wine,Gus Edwards,10,13,9.99,1.2,RB,84.01,47.6,-8.79
3 PP Wine,Gus Edwards,11,11,6.83,6.6,RB,84.01,47.6,-0.23
3 PP Wine,Gus Edwards,12,30,7.5,5.5,RB,84.01,47.6,-2
Hot Chubb Time  Machine 2,Eagles D/ST,3,25,6.17,3,D/ST,121.78,135,-3.17
Hot Chubb Time  Machine 2,Eagles D/ST,4,3,6.39,7,D/ST,121.78,135,0.61
Hot Chubb Time  Machine 2,Eagles D/ST,5,0,0,0,D/ST,121.78,135,0
Hot Chubb Time  Machine 2,Eagles D/ST,6,21,7.96,13,D/ST,121.78,135,5.04
Hot Chubb Time  Machine 2,Eagles D/ST,7,31,7.29,8,D/ST,121.78,135,0.71
Hot Chubb Time  Machine 2,Eagles D/ST,8,24,7.12,7,D/ST,121.78,135,-0.12
